_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
1261107,4155630,2017.0,2018.0,1957.0,TCHC,8,Eglinton-Lawrence,4 REPLIN RD,4,30,2019-02-04,68,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,4.0,4.0,3.0,3.0,4.0,3.0,,4.0,3.0,,N0823,43.71790718729999,-79.44328054569999,309354.813,4841773.51
1261108,4155809,2017.0,2018.0,1975.0,PRIVATE,13,Toronto Centre,191 SHERBOURNE ST,17,371,2019-02-04,78,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,,S1329,43.6567986347,-79.369926655,315276.068,4834991.252
1261109,4156107,2017.0,2018.0,1975.0,PRIVATE,13,Toronto Centre,201 SHERBOURNE ST,23,225,2019-02-04,82,Evaluation needs to be conducted in 2 years,19,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S1329,43.65729444350001,-79.3703063901,315245.354,4835046.287
1261110,4154277,2017.0,2018.0,1965.0,PRIVATE,7,Humber River-Black Creek,50 PEARLDALE AVE,7,96,2019-02-04,66,Evaluation needs to be conducted in 2 years,20,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,W0722,43.74918598,-79.563851453,299642.01300000004,4845249.898
1261111,4232598,2017.0,2018.0,1963.0,PRIVATE,2,Etobicoke Centre,1141 ROYAL YORK RD,10,91,2019-02-04,73,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,W0230,43.6607734942,-79.5163233393,303467.734,4835424.971
1261112,4155274,2019.0,2018.0,1958.0,PRIVATE,3,Etobicoke-Lakeshore,22 RIVERWOOD PKWY,4,44,2019-02-04,63,Evaluation needs to be conducted in 1 year,16,3.0,2.0,3.0,3.0,3.0,3.0,,3.0,,2.0,3.0,3.0,4.0,3.0,3.0,4.0,,4.0,4.0,,W0327,43.6388094067,-79.489549092,305627.568,4832984.75
1261113,4154251,2018.0,2018.0,1993.0,SOCIAL HOUSING,7,Humber River-Black Creek,3001 FINCH AVE W,14,166,2019-02-04,67,Evaluation needs to be conducted in 2 years,19,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,W0727,43.747070571,-79.562597925,299742.782,4845014.81
1261114,4155565,2017.0,2018.0,1968.0,TCHC,20,Scarborough Southwest,3485 ST CLAIR AVE E,9,97,2019-02-04,69,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,,E2030,43.7145219871,-79.26814890060001,323467.401,4841421.877
1261115,4153210,2017.0,2018.0,1952.0,PRIVATE,11,University-Rosedale,151 ST GEORGE ST,7,48,2019-02-03,73,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,3.0,3.0,,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,,S1127,43.669453576,-79.400154652,312835.898,4836394.713
1261116,4153211,2017.0,2018.0,1962.0,PRIVATE,11,University-Rosedale,153 ST GEORGE ST,7,48,2019-02-03,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,4.0,,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,,S1127,43.669584779,-79.400213595,312831.128,4836409.283
1261117,4153556,2017.0,2018.0,1980.0,SOCIAL HOUSING,10,Spadina-Fort York,5 HAHN PL,4,32,2019-02-01,80,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1039,43.648895593999995,-79.362805101,315851.683,4834115.191000001
1261118,4233290,2017.0,2018.0,1984.0,SOCIAL HOUSING,5,York South-Weston,29 SOUTH STATION ST,13,128,2019-02-01,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,,W0524,43.7009920215,-79.5153630558,303546.182,4839893.047
1261119,4154080,2017.0,2018.0,1962.0,TCHC,19,Beaches-East York,9 HALDON AVE,6,200,2019-02-01,76,Evaluation needs to be conducted in 2 years,20,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,S1926,43.698524498000005,-79.311523697,319975.998,4839636.799
1261120,4152988,2017.0,2018.0,1955.0,PRIVATE,4,Parkdale-High Park,140 JAMESON AVE,4,23,2019-02-01,72,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,4.0,4.0,3.0,,4.0,,,4.0,4.0,5.0,3.0,3.0,3.0,,4.0,3.0,,S0437,43.636677065600004,-79.4361176047,309938.858,4832749.67
1261121,4152987,2017.0,2018.0,1956.0,PRIVATE,4,Parkdale-High Park,146 JAMESON AVE,4,28,2019-02-01,72,Evaluation needs to be conducted in 2 years,15,4.0,3.0,4.0,3.0,4.0,3.0,,3.0,,4.0,4.0,4.0,5.0,3.0,3.0,3.0,,4.0,,,S0437,43.6369325333,-79.4362160328,309930.895,4832778.044
1261122,4153723,2017.0,2018.0,1967.0,TCHC,19,Beaches-East York,2287 GERRARD ST E,5,38,2019-02-01,69,Evaluation needs to be conducted in 2 years,18,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,3.0,4.0,4.0,4.0,4.0,,4.0,3.0,4.0,S1936,43.6847616076,-79.2954429245,321276.18100000004,4838109.87
1261123,4154319,2018.0,2018.0,1953.0,PRIVATE,5,York South-Weston,2645 KEELE ST,3,21,2019-02-01,63,Evaluation needs to be conducted in 1 year,16,3.0,3.0,4.0,3.0,4.0,4.0,,3.0,,,4.0,3.0,3.0,3.0,3.0,2.0,,3.0,3.0,2.0,W0523,43.7216077716,-79.4801053562,306387.464,4842183.289
1261124,4154802,2017.0,2018.0,1970.0,PRIVATE,16,Don Valley East,50 GRAYDON HALL DR,20,304,2019-02-01,79,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,,N1621,43.764613327,-79.345774526,317201.725,4846973.244
1261125,4154805,2017.0,2018.0,1970.0,PRIVATE,16,Don Valley East,100 GRAYDON HALL DR,24,286,2019-02-01,75,Evaluation needs to be conducted in 2 years,20,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,N1621,43.7654302303,-79.3443358391,317317.648,4847063.257
1261126,4154804,2017.0,2018.0,1970.0,PRIVATE,16,Don Valley East,150 GRAYDON HALL DR,25,298,2019-02-01,80,Evaluation needs to be conducted in 2 years,19,5.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,,N1621,43.7656767876,-79.34282796560001,317438.988,4847090.877
1261127,4154139,2017.0,2018.0,1969.0,PRIVATE,14,Toronto-Danforth,1000 BROADVIEW AVE,18,110,2019-02-01,89,Evaluation needs to be conducted in 3 years,19,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,,S1421,43.682860253,-79.357706655,316256.567,4837889.181
1261128,4154107,2017.0,2018.0,1973.0,PRIVATE,14,Toronto-Danforth,1111 BROADVIEW AVE,4,41,2019-02-01,80,Evaluation needs to be conducted in 2 years,17,4.0,3.0,5.0,4.0,4.0,5.0,,5.0,,3.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,,S1421,43.6865969215,-79.3555102879,316433.186,4838303.661
1261129,4155787,2017.0,2018.0,2001.0,TCHC,14,Toronto-Danforth,10 BOULTBEE AVE,11,167,2019-02-01,77,Evaluation needs to be conducted in 2 years,20,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,S1430,43.672840218800005,-79.339881471,317696.053,4836777.6280000005
1261130,4155879,2017.0,2018.0,1969.0,PRIVATE,6,York Centre,6200 BATHURST ST,14,181,2019-02-01,73,Evaluation needs to be conducted in 2 years,20,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,N0622,43.791103408000005,-79.44678989100001,309058.466,4849903.305
1261131,4156387,2018.0,2018.0,1963.0,PRIVATE,21,Scarborough Centre,45 TRUDELLE ST,6,66,2019-02-01,60,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,E2135,43.739359678999996,-79.24262709999999,325530.477,4844213.33
1261132,4155993,2017.0,2018.0,1973.0,PRIVATE,5,York South-Weston,2460 WESTON RD,27,214,2019-02-01,74,Evaluation needs to be conducted in 2 years,20,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,W0521,43.7078718117,-79.5341521524,302032.14,4840657.833000001
1261133,4152762,2018.0,2018.0,1963.0,PRIVATE,21,Scarborough Centre,25 TRUDELLE ST,6,66,2019-02-01,59,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,2.0,1.0,3.0,2.0,4.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,E2135,43.7393268153,-79.2437802418,325412.352,4844257.077
1261134,4156388,2018.0,2018.0,1963.0,PRIVATE,21,Scarborough Centre,35 TRUDELLE ST,6,84,2019-02-01,62,Evaluation needs to be conducted in 1 year,18,4.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,E2135,43.738969517,-79.24334499300001,325510.51,4844207.261
1261135,4153659,2017.0,2018.0,1974.0,TCHC,14,Toronto-Danforth,145 STRATHMORE BLVD,14,350,2019-02-01,70,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,3.0,3.0,S1427,43.6815994878,-79.3340244095,318166.408,4837751.63
1261136,4155549,2017.0,2018.0,1963.0,PRIVATE,3,Etobicoke-Lakeshore,220 LAKE PROMENADE,7,118,2019-02-01,63,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,,4.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,,W0334,43.589738823999994,-79.529723711,302384.039,4827534.558999999
1261137,4155550,2017.0,2018.0,1964.0,PRIVATE,3,Etobicoke-Lakeshore,230 LAKE PROMENADE,7,118,2019-02-01,58,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,W0334,43.589470147,-79.53053544699999,302318.482,4827504.735
1261138,4155228,2018.0,2018.0,1962.0,PRIVATE,3,Etobicoke-Lakeshore,9 KINSDALE BLVD,4,23,2019-02-01,69,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,3.0,4.0,4.0,,4.0,,3.0,4.0,4.0,5.0,3.0,3.0,3.0,,3.0,3.0,,W0329,43.6352649375,-79.4919665857,305432.484,4832590.959
1261139,4153706,2017.0,2018.0,1960.0,TCHC,19,Beaches-East York,133 MERRILL AVE E,3,42,2019-02-01,78,Evaluation needs to be conducted in 2 years,20,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,S1931,43.682986595,-79.311994302,319941.96,4837910.517
1261140,4154276,2017.0,2018.0,1969.0,PRIVATE,7,Humber River-Black Creek,35 DUNCANWOODS DR,7,75,2019-02-01,75,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,,W0722,43.7506086737,-79.5580653576,300108.373,4845406.643
1261141,4155607,2017.0,2018.0,1960.0,TCHC,14,Toronto-Danforth,1615 DUNDAS ST E,4,81,2019-02-01,68,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,,,3.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,,S1438,43.6665389642,-79.32806340350001,318650.451,4836079.491
1261142,4154500,2017.0,2018.0,1960.0,PRIVATE,8,Eglinton-Lawrence,93 NEPTUNE DR,3,10,2019-02-01,75,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,,N0823,43.7316875988,-79.43837313590001,309749.131,4843304.7530000005
1261143,4154534,2017.0,2018.0,1974.0,PRIVATE,8,Eglinton-Lawrence,125 NEPTUNE DR,15,171,2019-02-01,74,Evaluation needs to be conducted in 2 years,19,5.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,N0823,43.730876999399996,-79.4396616962,309645.392,4843214.6219999995
1261144,4152823,2017.0,2018.0,1972.0,PRIVATE,24,Scarborough-Guildwood,3700 LAWRENCE AVE E,11,105,2019-02-01,83,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,E2426,43.7620164362,-79.2173016754,327546.795,4846710.909
1261145,4155606,2017.0,2018.0,1969.0,TCHC,14,Toronto-Danforth,1555 QUEEN ST E,6,60,2019-02-01,72,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,S1442,43.665662499300005,-79.318700496,319405.75899999996,4835983.683
1261146,4156243,2017.0,2018.0,1969.0,TCHC,14,Toronto-Danforth,1575 QUEEN ST E,6,60,2019-02-01,72,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,S1442,43.66586169560001,-79.31811382689999,319453.024,4836005.915
1261147,4250634,2018.0,2018.0,1925.0,PRIVATE,19,Beaches-East York,2367 QUEEN ST E,3,24,2019-02-01,71,Evaluation needs to be conducted in 2 years,15,4.0,4.0,3.0,3.0,3.0,3.0,,2.0,,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,3.0,,,S1942,43.6721682166,-79.2883005888,321855.542,4836712.225
1261148,4153666,2017.0,2018.0,1930.0,PRIVATE,19,Beaches-East York,2373 QUEEN ST E,3,27,2019-02-01,66,Evaluation needs to be conducted in 2 years,14,4.0,3.0,3.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,3.0,3.0,4.0,4.0,,3.0,,,S1942,43.6723206085,-79.2877515365,321899.772,4836729.268999999
1261149,4153554,2017.0,2018.0,1980.0,SOCIAL HOUSING,10,Spadina-Fort York,33 HAHN PL,8,135,2019-02-01,83,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,S1039,43.649402507,-79.362697005,315860.308,4834171.515
1261150,4288796,2017.0,2018.0,1920.0,PRIVATE,19,Beaches-East York,2327 QUEEN ST E,3,27,2019-01-31,68,Evaluation needs to be conducted in 2 years,17,4.0,3.0,3.0,4.0,3.0,3.0,,3.0,,3.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,S1942,43.671653798,-79.291250505,321617.55,4836655.433999999
1261151,4152990,,2018.0,1960.0,PRIVATE,4,Parkdale-High Park,120 JAMESON AVE,7,90,2019-01-31,71,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,4.0,4.0,3.0,,3.0,4.0,,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,,S0437,43.635854047399995,-79.4359351656,309953.647,4832658.252
1261152,4152984,2017.0,2018.0,1955.0,PRIVATE,4,Parkdale-High Park,125 JAMESON AVE,7,67,2019-01-31,67,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,S0437,43.6361641445,-79.4351614024,310016.053,4832692.746
1261153,4155569,2017.0,2018.0,1971.0,TCHC,21,Scarborough Centre,6 GLAMORGAN AVE,12,184,2019-01-31,68,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,E2123,43.7693818631,-79.284775411,322111.87899999996,4847512.968
1261154,4155568,2017.0,2018.0,1971.0,TCHC,21,Scarborough Centre,7 GLAMORGAN AVE,12,196,2019-01-31,67,Evaluation needs to be conducted in 2 years,19,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,E2123,43.7677640295,-79.2844534267,322138.266,4847333.299
1261155,4154654,2017.0,2018.0,1960.0,PRIVATE,8,Eglinton-Lawrence,2895 BATHURST ST,5,60,2019-01-31,69,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,4.0,,3.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,N0828,43.7147716704,-79.42837310729999,310556.341,4841426.127
1261156,4234487,2017.0,2018.0,1970.0,PRIVATE,2,Etobicoke Centre,300 THE KINGSWAY,4,12,2019-01-31,64,Evaluation needs to be conducted in 1 year,15,3.0,4.0,4.0,2.0,2.0,3.0,,2.0,,,3.0,2.0,5.0,4.0,4.0,3.0,,4.0,3.0,,W0229,43.664006468800004,-79.5223413659,302982.48699999996,4835784.26
1261157,4155312,2017.0,2018.0,1970.0,PRIVATE,2,Etobicoke Centre,313 THE KINGSWAY,4,18,2019-01-31,72,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,2.0,4.0,3.0,,4.0,,,4.0,3.0,4.0,4.0,4.0,3.0,,4.0,4.0,,W0229,43.664984337700005,-79.5228845636,302938.716,4835892.909
1261158,4155320,2017.0,2018.0,1970.0,PRIVATE,2,Etobicoke Centre,316 THE KINGSWAY,4,17,2019-01-31,65,Evaluation needs to be conducted in 1 year,15,3.0,4.0,4.0,3.0,3.0,3.0,,2.0,,,2.0,3.0,3.0,3.0,4.0,4.0,,4.0,4.0,,W0229,43.664689787200004,-79.5237237327,302871.029,4835860.206
1261159,4152760,2017.0,2018.0,1950.0,PRIVATE,21,Scarborough Centre,1385 MIDLAND AVE,13,144,2019-01-31,63,Evaluation needs to be conducted in 1 year,19,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,E2134,43.750636326000006,-79.2638428764,323803.012,4845434.954
1261160,4480446,2019.0,2018.0,2016.0,SOCIAL HOUSING,20,Scarborough Southwest,55 THORA AVE,4,20,2019-01-31,99,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,E2028,43.691279311,-79.286865733,321965.595,4838836.621
1261161,4152739,2017.0,2018.0,1960.0,PRIVATE,24,Scarborough-Guildwood,3210 LAWRENCE AVE E,6,48,2019-01-31,69,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,3.0,4.0,,4.0,3.0,,3.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,,E2424,43.756840819,-79.24196517600001,325562.476,4846130.432
1261162,4155583,2017.0,2018.0,1972.0,TCHC,24,Scarborough-Guildwood,4100 LAWRENCE AVE E,11,185,2019-01-31,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,,E2428,43.76703953,-79.195497441,329267.349,4847214.382
1261163,4285972,2017.0,2018.0,1972.0,TCHC,24,Scarborough-Guildwood,4110 LAWRENCE AVE E,11,185,2019-01-31,62,Evaluation needs to be conducted in 1 year,19,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,E2428,43.767386062,-79.193922136,329338.224,4847236.605
1261164,4156174,2017.0,2018.0,1960.0,PRIVATE,24,Scarborough-Guildwood,1 MEADOWGLEN PL,6,50,2019-01-31,66,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,E2426,43.774633618,-79.229401141,326588.23600000003,4848090.835
1261165,4153583,2017.0,2018.0,1931.0,PRIVATE,13,Toronto Centre,317 SHERBOURNE ST,4,38,2019-01-31,81,Evaluation needs to be conducted in 2 years,14,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,S1323,43.6617262315,-79.37195933689999,315111.279,4835538.449
1261166,4152803,2017.0,2018.0,1965.0,PRIVATE,24,Scarborough-Guildwood,3400 EGLINTON AVE E,16,221,2019-01-31,70,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,,E2433,43.745127162799996,-79.2131571633,327886.965,4844835.72
1261167,4152802,2017.0,2018.0,1975.0,PRIVATE,24,Scarborough-Guildwood,3434 EGLINTON AVE E,17,214,2019-01-31,69,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,,E2433,43.74562160560001,-79.21121677880001,328043.05600000004,4844891.19
1261168,4154640,2017.0,2018.0,1967.0,PRIVATE,6,York Centre,605 FINCH AVE W,9,244,2019-01-31,74,Evaluation needs to be conducted in 2 years,20,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,N0624,43.771328418,-79.45270965,308591.503,4847708.85
1261169,4154619,2017.0,2018.0,1964.0,PRIVATE,6,York Centre,707-711 FINCH AVE W,7,150,2019-01-31,74,Evaluation needs to be conducted in 2 years,20,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,N0624,,,307885.74100000004,4847532.728999999
1261170,4154019,2017.0,2018.0,1954.0,PRIVATE,8,Eglinton-Lawrence,2730 YONGE ST,7,63,2019-01-31,82,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,5.0,4.0,3.0,,3.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0829,43.7180354944,-79.4010377857,312758.613,4841791.045
1261171,4154020,2017.0,2018.0,1950.0,PRIVATE,8,Eglinton-Lawrence,2770 YONGE ST,4,50,2019-01-31,75,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,4.0,3.0,3.0,,3.0,,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,N0829,43.7188202581,-79.40116969729999,312747.881,4841878.215
1261172,4154926,2017.0,2018.0,1964.0,PRIVATE,16,Don Valley East,1216 YORK MILLS RD,8,65,2019-01-31,93,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,,N1622,43.760177983599995,-79.33256408140001,318266.564,4846481.585
1261173,4153664,2017.0,2018.0,1927.0,PRIVATE,19,Beaches-East York,2269 QUEEN ST E,3,17,2019-01-31,71,Evaluation needs to be conducted in 2 years,14,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,,,4.0,3.0,3.0,3.0,3.0,4.0,,4.0,,,S1942,43.6712526429,-79.293268236,321455.209,4836609.522
1261174,4155108,2017.0,2018.0,1957.0,PRIVATE,5,York South-Weston,1960 KEELE ST,3,28,2019-01-30,86,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,,5.0,3.0,,W0532,43.696215068,-79.475727208,306740.752,4839363.327
1261175,4228766,2017.0,2018.0,1905.0,PRIVATE,19,Beaches-East York,2218 QUEEN ST E,3,16,2019-01-30,76,Evaluation needs to be conducted in 2 years,14,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,,,3.0,3.0,5.0,3.0,4.0,4.0,,4.0,,,S1940,43.67276420899999,-79.2883036582,321855.126,4836778.436000001
1261176,4154304,2017.0,2018.0,1950.0,PRIVATE,5,York South-Weston,2417 KEELE ST,3,12,2019-01-30,69,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,4.0,,4.0,4.0,,W0523,43.7099657266,-79.4779872702,306558.457,4840889.976
1261177,4152991,,2018.0,1960.0,PRIVATE,4,Parkdale-High Park,110 JAMESON AVE,7,91,2019-01-30,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,3.0,,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,,S0437,43.635467624899995,-79.43575281,309968.393,4832615.335
